temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
25.79,64.13,1012.7,107.47,78.33,47.2,0.23,0.061,0.303,Normal,Safe,Maintain Regular Monitoring
26.66,62.04,1013.37,94.44,90.93,48.21,0.18,-0.061,-0.337,Normal,Safe,Maintain Regular Monitoring
53.8,44.01,1017.87,763.62,600.49,61.65,0.28,1.544,4.65,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
20.27,70.36,1010.61,170.9,42.01,47.17,0.1,-0.071,1.925,Normal,Safe,Maintain Regular Monitoring
27.55,50.37,1011.79,195.63,55.86,54.47,0.15,0.12,2.701,Normal,Safe,Maintain Regular Monitoring
32.95,84.48,1008,434.15,256.22,44.97,0.07,0.002,0.654,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.13,62.65,1005,2958.22,87.26,65.09,0.18,0.082,55.984,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
42.94,29.74,1007.77,613.82,522.81,64.04,0.23,0.833,7.189,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.3,62.51,1010.82,172.09,87.75,60.72,0.1,0.022,-1.571,Normal,Safe,Maintain Regular Monitoring
24.54,70.47,1013.65,184.09,44.69,66.08,0.23,0.024,1.951,Normal,Safe,Maintain Regular Monitoring
25.76,63.76,1007.25,177.67,49.26,53.19,0.19,-0.047,-0.046,Normal,Safe,Maintain Regular Monitoring
22.07,57.51,1014.85,85.52,60.46,54.73,0.13,0.105,2.354,Normal,Safe,Maintain Regular Monitoring
21.62,52.46,1013.27,129.07,40.87,49.97,0.09,-0.015,-0.147,Normal,Safe,Maintain Regular Monitoring
23.2,56.37,1013.08,38.59,78.37,55.33,0.08,0.049,1.215,Normal,Safe,Maintain Regular Monitoring
24.02,57.1,1011.62,87.65,69.12,54.3,0.08,-0.014,1.896,Normal,Safe,Maintain Regular Monitoring
26.42,55.57,1009.93,159.89,78.88,51.21,0.23,-0.005,2.557,Normal,Safe,Maintain Regular Monitoring
24.93,58.35,1003.68,2732.65,161.63,62.16,0.16,0.225,63.066,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.48,60.57,1016.65,176.24,78.47,62.75,0.19,-0.044,-1.653,Normal,Safe,Maintain Regular Monitoring
29.17,48.97,1011.59,1181.3,189.14,59.06,0.26,0.27,38.03,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
24.07,55.99,1004.01,3695.64,131.38,47.97,0.34,0.2,55.896,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.82,69.58,1012.7,123.55,110.1,88.65,4.29,0.018,0.737,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.46,61.61,1013.02,63.19,69.51,54.69,0.09,0.026,-0.332,Normal,Safe,Maintain Regular Monitoring
25.22,75.86,1012.9,190.81,41.02,111.64,3.22,0.021,2.139,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
43.71,46.34,1012.98,363.88,528.9,60.12,0.21,2.38,6.429,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
21.82,61.89,1013.03,198.91,80.07,51.21,0.1,0.005,0.165,Normal,Safe,Maintain Regular Monitoring
28.98,86.51,1004.99,323.58,235.53,51.21,0.09,0.054,1.154,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.48,73.51,1016.38,210.89,89.84,94.66,5.62,0.067,0.438,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.09,73.22,1005.02,211.45,56.13,55.64,0.22,-0.002,0.873,Normal,Safe,Maintain Regular Monitoring
22.47,56.22,1014.17,70.43,46.05,58.01,0.17,-0.029,-0.337,Normal,Safe,Maintain Regular Monitoring
34.25,87.45,1005.97,244.01,367.2,43.46,0.16,0.034,1.871,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.71,66.28,1007.11,228.34,40.43,107.2,2.95,0.032,1.318,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.04,63.64,1016.37,196.47,50.65,55.18,0.18,0.007,2.343,Normal,Safe,Maintain Regular Monitoring
25.58,58.44,1013.55,54.26,38.51,64.63,0.12,-0.084,1.55,Normal,Safe,Maintain Regular Monitoring
29.68,67.06,1004.91,3412.35,146.49,59.92,0.27,0.203,41.323,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.98,63.21,1005.61,2732.44,105.53,53.14,0.23,0.205,65.744,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
45.59,40.6,1013.03,539.49,358.53,67.54,0.32,1.574,5.67,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
32.45,58.68,1007.49,1259.91,167.55,62.82,0.17,0.17,76.008,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.13,59.1,998.53,3078.99,83.74,64.83,0.35,0.013,64.715,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.17,69.31,1010.7,161.77,97.56,91.65,4.68,-0.024,0.887,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.72,57.79,1011.77,117.08,67.25,58.75,0.21,-0.008,0.569,Normal,Safe,Maintain Regular Monitoring
25.8,53.13,1011.05,77.26,92.02,58.16,0.13,-0.141,0.975,Normal,Safe,Maintain Regular Monitoring
25.07,55.6,1012.93,156.12,81.37,100.58,4.32,0.029,0.887,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
33.06,84.86,1007.96,251.39,369.75,42.63,0.15,-0.018,0.194,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
27.54,59.66,1010.19,2560.24,78.52,51.28,0.22,0.212,76.047,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
42.36,29.72,1016.64,1046.08,393.97,77.62,0.25,2.734,3.354,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
25.15,58.21,1011.86,195.21,86.66,70.04,0.14,0.107,0.16,Normal,Safe,Maintain Regular Monitoring
22.95,60.95,1008.13,4554.17,173.46,61.34,0.26,0.299,77.655,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
44.64,47.24,1016.21,853.33,657.27,57.65,0.22,2.815,7.208,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.08,58.33,1019.14,111.32,54.39,65.2,0.09,0.021,1.177,Normal,Safe,Maintain Regular Monitoring
23.44,69.78,1009.86,102.17,64.35,73.71,0.08,-0.044,0.482,Normal,Safe,Maintain Regular Monitoring
30.28,66.47,1011.23,3369.83,162.3,60.45,0.19,0.174,33.967,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25,57.02,1010.4,186.88,41.85,56.75,0.05,0.089,-1.801,Normal,Safe,Maintain Regular Monitoring
21.85,63.68,1010.99,179.04,34.68,59.32,0.24,0.111,3.026,Normal,Safe,Maintain Regular Monitoring
22.32,65.77,1013.08,82.77,81.53,60,0.24,0.028,0.323,Normal,Safe,Maintain Regular Monitoring
23.32,66.37,1013.44,202.64,59.45,60.43,0.13,0.009,0.291,Normal,Safe,Maintain Regular Monitoring
27.59,70.43,1012.21,132.09,51.56,61.54,0.19,0.074,1.536,Normal,Safe,Maintain Regular Monitoring
31.42,88.3,1004.94,209.81,314.6,38.59,0.13,-0.016,-1.118,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
52.96,34.54,1007.69,908.63,279.66,64.4,0.29,2.169,8.874,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
49.93,44.21,1009.85,488.11,287.17,67.34,0.24,1.636,7.219,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.76,71.7,1009.22,132.25,83.3,88.81,2.07,0.06,0.835,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
26.76,57.27,1008.98,4192.96,157.88,71.43,0.2,0.241,30.505,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.8,65.62,1020.31,225.23,89.85,56.81,0.24,0.006,-0.057,Normal,Safe,Maintain Regular Monitoring
46.89,44.93,1015.86,368.12,336.11,68.24,0.37,1.245,5.514,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
41.83,35,1006.85,721.97,265.97,77.94,0.39,1.799,8.485,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
23.25,67.4,1012.81,157.17,54.59,120.04,4.37,0.046,-0.417,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.78,63.58,1011.77,3874.85,122.94,55.71,0.15,0.35,59.287,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
28.07,59.78,1016.82,180.95,35.66,60.41,0.22,0.004,-0.455,Normal,Safe,Maintain Regular Monitoring
24.05,63.57,1012.25,198.38,81.05,55.47,0.13,-0.011,-0.558,Normal,Safe,Maintain Regular Monitoring
33.55,63.24,1010.27,3146.4,163.69,66.76,0.15,0.189,63.672,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
45.01,45.53,1009.36,503.28,225.46,72.7,0.26,2.244,10.766,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
56.07,33.32,1004,642.82,472.61,73.47,0.26,0.822,2.093,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.18,54.62,995.88,939.15,152.43,66.11,0.18,0.023,26.699,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
21.44,62.04,1007.78,182.02,54.16,86.77,5.69,0.008,-0.082,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
37.56,39.96,1006.54,474.74,462.71,73.65,0.31,2.374,6.017,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.56,65.88,1011.75,127.52,44.32,48.62,0.11,0.071,1.757,Normal,Safe,Maintain Regular Monitoring
22.8,57.89,1014.81,61.59,54.19,49.2,0.11,0.079,3.034,Normal,Safe,Maintain Regular Monitoring
22.95,60.38,1012.1,189.21,79.62,47.58,0.19,0.084,2.139,Normal,Safe,Maintain Regular Monitoring
24.4,62.13,1015.88,130.41,85.69,52.84,0.07,0.051,0.095,Normal,Safe,Maintain Regular Monitoring
23.37,68.14,1014.58,203.1,21.43,48.64,0.18,-0.005,-0.006,Normal,Safe,Maintain Regular Monitoring
18.71,64.79,1012.93,103.76,66.8,53.89,0.14,0.053,0.747,Normal,Safe,Maintain Regular Monitoring
23.1,58,1011.7,134.55,75.69,47.94,0.14,0.043,0.786,Normal,Safe,Maintain Regular Monitoring
27.71,53.89,1010.34,155.53,37.11,60.87,0.07,0.015,1.719,Normal,Safe,Maintain Regular Monitoring
30.93,88.17,1003.39,340.27,473.32,38.47,0.12,0.008,-1.151,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.72,51.4,1010.99,71.65,35.22,54.76,0.07,0.09,2.079,Normal,Safe,Maintain Regular Monitoring
30.86,60.28,1012.74,1135.47,152.88,64.47,0.23,0.047,58.458,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.69,59.94,1011.97,4107.66,118.26,60.88,0.18,0.147,65.256,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.19,59.63,1008.57,92.15,124.94,90.11,3.8,0.008,-1.735,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.48,62.26,1017.61,65.33,54.51,54.75,0.12,-0.098,-0.174,Normal,Safe,Maintain Regular Monitoring
24.14,67.14,1010.67,4064.63,129.22,67.3,0.27,0.118,32.239,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
25.99,66.02,1009.46,166.12,46.44,79.74,5.65,0.03,-1.573,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
32.17,94.21,1000.79,164.27,341.06,40.22,0.14,0.074,-0.463,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
30,84.78,1003.5,295.08,380.36,42.5,0.06,0.046,4.01,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.56,62.81,1017.69,143.84,35.99,50.18,0.15,-0.017,1.277,Normal,Safe,Maintain Regular Monitoring
24.66,64.66,1009.77,172.87,49.04,59.27,0.21,-0.028,2.722,Normal,Safe,Maintain Regular Monitoring
44.53,31.2,1008.54,588.43,486.79,53.52,0.3,0.865,5.13,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.22,66.31,1015.89,168.14,65.7,77.45,4.46,-0.103,-1.181,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
54.62,36.54,1004.67,881.98,464.71,70.06,0.39,2.908,4.15,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
51.74,44,1006.4,252.24,427.42,64.61,0.26,2.298,3.88,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.74,65.13,1012.87,119.34,40.12,51.8,0.19,0.009,2.351,Normal,Safe,Maintain Regular Monitoring
26.99,68.51,1010.5,113.51,50.05,92.7,4.34,0.032,1.693,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.21,65.09,1017.57,155.37,79.15,51.06,0.06,0.07,0.265,Normal,Safe,Maintain Regular Monitoring
25.48,61.9,1010.27,173.37,41.39,59.52,0.08,0.027,0.203,Normal,Safe,Maintain Regular Monitoring
27.67,67.79,1010.67,4744.81,91.65,56.29,0.14,0.318,44.496,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.66,68.63,1008.66,2426.48,143.85,62.1,0.19,0.358,80.652,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.95,69.71,1013.93,65.27,23.89,55.71,0.05,-0.064,0.624,Normal,Safe,Maintain Regular Monitoring
21.39,65.77,1013.59,166.8,80.31,52.92,0.19,0.006,2.203,Normal,Safe,Maintain Regular Monitoring
52.25,40.5,1011.03,1088.42,465.45,73.67,0.44,2.681,7.96,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
23.2,51.21,1011.31,123.15,77.67,54.83,0.21,-0.051,3.619,Normal,Safe,Maintain Regular Monitoring
52.96,41.23,1003.97,597.94,631.89,65.97,0.37,2.99,10.59,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.3,58.82,1014.24,115.3,73.5,68.31,0.24,0.023,0.627,Normal,Safe,Maintain Regular Monitoring
25.72,59.65,1012.51,1160.18,137.26,54.6,0.31,0.155,51.512,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
56.53,44.12,1005.31,1024.18,300.31,65.76,0.24,2.195,4.634,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.31,55.38,1017.46,136.09,47.62,60.79,0.24,0.028,0.022,Normal,Safe,Maintain Regular Monitoring
24.71,62.76,1011.46,162.93,38.47,60.12,0.2,0.035,-0.146,Normal,Safe,Maintain Regular Monitoring
26.18,64.54,1010.15,141.25,95.06,52.95,0.05,0.052,0.176,Normal,Safe,Maintain Regular Monitoring
24.89,57.88,1015.31,70.05,43.47,52.31,0.11,0.034,1.683,Normal,Safe,Maintain Regular Monitoring
26.62,78.87,1011.65,299.88,115.17,92.34,5.92,-0.044,-0.22,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.92,61.66,1010.25,168.71,93.71,47.42,0.1,0.068,-0.947,Normal,Safe,Maintain Regular Monitoring
31.58,88.16,1001.46,303.73,438.72,43.42,0.08,0.013,-1.035,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.05,66.05,1009.73,157.23,81.42,49.59,0.15,0.105,1.123,Normal,Safe,Maintain Regular Monitoring
25.59,61.68,1011.73,113.52,78.83,116.23,5.03,-0.018,-1.216,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.6,55.94,1014.66,243.77,109.63,106.98,2.9,0.002,1.521,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
43.15,37.42,1009.34,979.01,632.85,69.12,0.43,1.873,4.171,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.02,53.25,1009.56,2732.67,173.88,52.61,0.11,0.326,68.164,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
28.37,62.01,1010.26,4514.85,109.92,59.3,0.1,0.2,31.809,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.01,59.71,1011.13,209.76,94.58,62.03,0.05,0.035,1.391,Normal,Safe,Maintain Regular Monitoring
26.9,63.2,1013.58,83.94,122.98,73.52,3.94,-0.087,1.531,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
32.34,85.25,1006.35,150.28,467.43,51.79,0.15,0.123,0.821,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.73,50.03,1003.9,246.05,87.41,77.92,4.05,-0.059,0.089,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.61,59.25,1011.94,172.36,66.76,58.05,0.11,0.078,0.176,Normal,Safe,Maintain Regular Monitoring
22.22,70.76,1018.3,198.04,79.76,89.09,3.88,-0.015,1.837,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.05,69.41,1010.32,149.28,116.23,90.7,4.46,-0.023,1.597,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.66,58.73,1011.67,217.09,52.18,49.07,0.1,0.056,-1.915,Normal,Safe,Maintain Regular Monitoring
24.74,59.39,1011,55.35,45.57,50.21,0.2,0.031,0.89,Normal,Safe,Maintain Regular Monitoring
26.16,70.05,1011.93,188.13,94.55,121.78,2.59,-0.018,2.41,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
36.87,28.29,1011.14,732.09,474.58,62.15,0.16,2.067,11.246,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
30.78,90.75,1007.71,305.78,501.7,43.48,0.16,0.103,-0.603,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
22.8,54.79,1011.88,110.61,65.72,59.53,0.08,0.01,-1.674,Normal,Safe,Maintain Regular Monitoring
23.1,48.31,1011.59,173.4,51.19,105.45,2.62,-0.007,1.702,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.04,65.93,1012.22,135.8,54.02,68.52,0.22,0.017,0.583,Normal,Safe,Maintain Regular Monitoring
25.12,57.22,1012.42,211.68,73.04,58.79,0.1,-0.045,0.601,Normal,Safe,Maintain Regular Monitoring
22.56,56.11,1011.93,179.16,41.26,53.27,0.25,-0.019,0.086,Normal,Safe,Maintain Regular Monitoring
31.99,94.69,1007.2,244.52,394.24,39.28,0.14,0.152,4.621,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
53.39,31.87,1011.4,472.49,455.79,74.04,0.29,2.959,7.806,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.19,55.82,1012.55,4134.1,102.95,50.33,0.22,0.224,37.272,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.88,56.87,1003.8,1009.93,118.35,68.77,0.33,0.203,50.098,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
34.11,83.18,1004.3,354.46,441.24,47.37,0.17,-0.142,-0.358,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.04,48.75,1003.37,4718.08,80.64,46.15,0.33,0.432,73.113,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
30.52,88.03,1003.52,272.86,337.41,50.96,0.16,-0.021,0.681,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24.97,62.03,1007.07,2100.56,151.26,62.08,0.22,0.158,74.194,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.74,65.27,1004.21,4436.74,98.28,59.82,0.34,0.259,34.688,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.56,71,1001.88,3637.1,92.9,61.02,0.24,0.151,31.291,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
21.83,67.42,1013.12,162.78,75.91,57.8,0.1,-0.007,-1.674,Normal,Safe,Maintain Regular Monitoring
22.99,58.46,1012.61,206.86,112.41,102.78,3.46,0.012,0.988,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
32.36,57.45,1005.34,4093.39,122.26,64.56,0.12,0.146,22.026,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
26.77,66.38,1014.13,196.21,74.71,45.26,0.23,0.084,-3.39,Normal,Safe,Maintain Regular Monitoring
34.98,88.91,1006.19,203.52,384.44,49.4,0.15,0.105,2.893,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
28.21,57.54,1007.72,1365.3,187.07,62.73,0.32,0.41,53.175,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
37.13,42.91,1012.09,679.53,517.95,41.14,0.2,1.553,3.589,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
29.37,95.62,1009.95,195.93,301.55,46.27,0.13,0.082,0.051,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
53.27,32.75,1011.05,951.82,540.99,66.99,0.17,1.929,7.593,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.1,55.34,1008.24,192.43,89.23,52.12,0.07,0.007,0.798,Normal,Safe,Maintain Regular Monitoring
25.57,60.96,1014.69,147.17,65.84,82.52,4.7,-0.003,1.304,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
52.71,45.06,1006.33,1076.93,342.66,62.74,0.35,2.085,11.938,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.27,61.13,1017.22,91.3,63.86,75.26,0.24,0.054,-0.815,Normal,Safe,Maintain Regular Monitoring
21.1,67.85,1011.56,150.3,83.53,57.42,0.14,-0.015,0.273,Normal,Safe,Maintain Regular Monitoring
24.83,52.92,1011.41,125.27,95.57,114.16,2.63,-0.049,1.258,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
41.42,28.18,1008.14,770.34,296.61,65.28,0.31,2.393,4.98,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
36.77,28.75,1013.59,616.97,428.38,63.58,0.3,2.725,4.735,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
